student_id,name,gpa,math_grade,science_grade,interest_stem,interest_arts,gender,socioeconomic_status
435,Marinna Sisson,1.12,93,75,No,No,Female,middle income
436,Ali Paske,1.34,89,95,No,No,Polygender,high income
437,Giustino Vala,1.89,97,87,Yes,No,Male,high income
438,Yettie Knowlys,2.53,89,89,Yes,Yes,Female,middle income
439,Inger Walcot,3.61,87,86,No,No,Male,middle income
440,Garth Baelde,1.92,96,88,No,Yes,Male,low income
441,Raf Vickress,1.33,76,83,Yes,No,Female,low income
442,Ezra Bread,3.21,89,78,Yes,Yes,Male,high income
443,Pavla MacNucator,2.97,91,85,No,Yes,Genderfluid,high income
444,Salmon Itschakov,2.07,96,88,No,No,Male,high income
445,Barbabra Tomsen,0.73,78,85,No,Yes,Female,high income
446,Mariam McCarrison,3.14,97,83,No,No,Female,middle income
447,Vivianne de Lloyd,1.34,99,90,Yes,No,Female,low income
448,Louisa Allison,2.38,81,76,Yes,Yes,Female,high income
449,Althea Hyam,0.62,85,79,Yes,No,Female,high income
450,Torey Maffy,1.86,86,76,No,Yes,Female,high income
451,Lester Tuerena,2.76,77,99,No,No,Male,low income
452,Flem Fairtlough,0.21,92,75,No,No,Male,middle income
453,Diannne Sauvage,3.52,96,90,No,No,Female,middle income
454,Gracie Denyer,3.7,92,97,Yes,Yes,Female,low income
455,Garrik Ganforthe,2.69,87,86,No,No,Male,high income
456,Gwenette Rupke,2.5,95,93,Yes,No,Female,low income
457,Emogene Woolaston,3.58,91,88,Yes,Yes,Female,high income
458,Sabina Trevenu,2.95,80,91,No,Yes,Female,low income
459,Tull Treble,3.35,86,94,Yes,No,Male,high income
460,Dian Pooke,2.98,91,75,No,No,Female,low income
461,Lou Amery,2.02,77,96,No,No,Female,middle income
462,Bronson Saile,0.44,76,96,Yes,Yes,Male,high income
463,Frasquito Eitter,2.25,79,90,Yes,Yes,Male,middle income
464,Ramon Abramowsky,3.92,76,78,Yes,Yes,Male,low income
465,Tybie Eagle,0.82,79,94,Yes,Yes,Female,low income
466,Albertine Daville,3.35,91,96,Yes,No,Female,high income
467,Rudolph Westwater,0.95,95,84,Yes,No,Male,low income
468,Ezri Vale,0.75,78,78,Yes,Yes,Male,high income
469,Kerwinn Shirrell,3.15,98,87,No,Yes,Male,high income
470,Randie Fahrenbach,3.54,97,96,Yes,Yes,Male,middle income
471,Dagny Constant,3.61,93,98,Yes,Yes,Male,middle income
472,Willis Cheeseman,0.43,92,99,No,Yes,Male,high income
473,Sascha Burchess,3.81,94,85,No,Yes,Male,high income
474,Aldous Abberley,0.22,96,93,No,Yes,Male,high income
475,Xerxes Surtees,2.81,89,89,Yes,No,Male,high income
476,Corliss Caser,1.15,84,94,Yes,No,Female,low income
477,Lawrence Kliemann,3.04,96,82,Yes,No,Agender,low income
478,Ardelle Mangeot,1.62,99,91,Yes,No,Female,low income
479,Margi Slinger,2.91,77,83,Yes,Yes,Female,middle income
480,Isaac Coller,0.78,99,75,No,No,Male,high income
481,Roldan Hebble,0.14,97,85,Yes,Yes,Male,middle income
482,Ewart Dufaire,3.72,94,77,Yes,No,Male,middle income
483,Gavin Anthoney,0.9,83,82,No,Yes,Male,middle income
484,Shandie Flowerden,1.45,76,89,Yes,Yes,Female,middle income
485,Steffen Doonican,1.22,83,81,Yes,No,Male,low income
486,Gavra Tilmouth,3.26,92,92,Yes,Yes,Female,middle income
487,Martie Gornar,2.46,100,77,No,No,Genderqueer,high income
488,Glenn Maps,1.47,96,88,Yes,No,Male,low income
489,Rosabel Lilywhite,0.27,78,79,Yes,No,Female,middle income
490,Antoine Dubery,1.97,77,85,No,Yes,Male,low income
491,Meggi Flower,3.33,79,93,No,No,Female,high income
492,Jeanie Dorow,0.19,75,85,Yes,Yes,Female,high income
493,Marsh Hayes,2.31,96,83,No,No,Male,low income
494,Milo Garvey,0.01,100,95,No,Yes,Male,middle income
495,Genny Revely,0.86,83,93,No,No,Female,high income
496,Tate Longman,3.62,76,93,No,Yes,Female,high income
497,Abigale Van Merwe,2.41,89,75,Yes,No,Female,low income
498,Ava Tassaker,3.4,98,75,Yes,Yes,Female,middle income
499,Rickard Guerra,0.74,98,99,No,No,Male,high income
500,Samuel Jablonski,1.18,97,99,No,Yes,Male,low income
501,Winthrop Arens,2.34,87,85,No,Yes,Male,high income
502,Thoma Strangeways,1.29,93,83,No,No,Genderfluid,high income
503,Celinda Tomney,2.09,100,81,No,No,Female,high income
504,Merill Petri,2.43,88,80,Yes,Yes,Male,middle income
505,Grier Bussell,1.37,94,98,No,No,Female,middle income
506,Demetre Brook,3.77,87,87,No,No,Male,low income
507,Ebenezer Eggins,2.36,82,80,Yes,No,Male,middle income
508,Archibaldo Kimmins,1.37,75,84,Yes,Yes,Male,high income
509,Bank Garritley,0.66,81,76,Yes,Yes,Male,low income
510,Allyn Book,3.37,96,75,Yes,No,Female,middle income
511,Katalin Ingraham,0.82,82,84,Yes,No,Female,high income
512,Quint Cushelly,3.31,83,92,No,No,Male,middle income
513,Greta Carden,2.72,81,98,No,Yes,Female,middle income
514,Harrietta Fransoni,1.19,96,94,Yes,Yes,Female,low income
515,Sheri Ivanitsa,3.02,95,98,No,No,Female,high income
516,Alana Sloane,2.81,91,91,No,No,Female,high income
517,Bendite Le Sieur,0.73,98,75,Yes,No,Female,high income
518,Durant Newland,1.18,92,95,No,No,Male,middle income
519,Trish De Blasiis,1.14,79,93,Yes,Yes,Female,middle income
520,Ailis McCaskell,2.11,87,89,Yes,Yes,Female,low income
521,Edmon Marmon,3.88,78,83,Yes,Yes,Male,low income
522,Reeta Davidou,3.21,77,91,Yes,No,Female,middle income
523,Elisabetta Gives,0.99,95,85,Yes,Yes,Female,middle income
524,Ethelda Corden,1.6,85,78,Yes,No,Female,middle income
525,Jerry Rosenfeld,1.22,90,77,No,No,Male,middle income
526,Dianne Bedenham,1.38,84,98,No,Yes,Female,high income
527,Reba Kingcott,0.04,96,84,Yes,Yes,Female,high income
528,Faydra Ledward,0.5,77,95,Yes,No,Female,middle income
529,Leighton Bierling,3.45,95,87,Yes,Yes,Male,high income
530,Lezley Cancellario,2.88,81,84,Yes,Yes,Male,high income
531,Barrie Devall,1.75,76,99,No,No,Male,low income
532,Trixi Peckett,2.8,97,94,Yes,No,Female,low income
533,Hillyer Stansbie,3.98,95,94,Yes,No,Male,high income
534,Martelle Moyer,1.83,77,93,Yes,Yes,Female,high income
535,Ferdinande Vashchenko,2.97,99,88,Yes,Yes,Female,high income
536,Hadley Shearsby,3.25,97,93,No,No,Male,high income
537,Margeaux Emeline,1.19,79,77,Yes,No,Female,low income
538,Ruby Fold,0.28,84,77,Yes,No,Male,high income
539,Yurik Denial,1.88,91,93,Yes,Yes,Male,high income
540,Marlin Ellwand,3.38,99,94,No,No,Male,middle income
541,Perren Mosley,1.73,95,77,No,Yes,Male,middle income
542,Deena Swinfen,1.92,88,79,Yes,Yes,Female,low income
543,Raddy Rubanenko,1.53,96,100,Yes,Yes,Male,middle income
544,Illa Myderscough,1.93,89,80,No,No,Female,high income
545,Meade Hingeley,1.75,88,89,Yes,Yes,Female,high income
546,Alica Yvens,3.35,76,98,Yes,No,Female,high income
547,Adriena Menchenton,2.61,83,78,No,No,Genderqueer,middle income
548,Eilis Pennell,1.25,100,95,No,No,Genderfluid,middle income
549,Rance Raith,0.02,75,95,Yes,Yes,Male,high income
550,Joanna Farrell,1.75,100,81,Yes,Yes,Female,high income
551,Floyd Southerden,2.51,83,77,Yes,No,Male,low income
552,Hedda Lanfer,0.45,84,89,Yes,No,Female,middle income
553,Malinda Medgewick,2.16,98,91,No,Yes,Female,middle income
554,Reamonn Tesdale,1.39,86,86,No,Yes,Male,high income
555,Emmalee Besson,1.21,76,75,Yes,Yes,Female,low income
556,Hilary Joire,3.3,75,95,No,Yes,Male,low income
557,Lani Sieb,1.56,97,82,Yes,No,Female,middle income
558,Andree Salla,3.8,87,83,No,No,Female,low income
559,Estrellita Furneaux,1.85,87,83,No,No,Female,low income
560,Sergei Walisiak,2.34,82,82,Yes,Yes,Male,low income
561,Tess Annesley,2.16,76,84,Yes,No,Female,high income
562,Thalia Wapplington,2.97,79,96,No,No,Non-binary,high income
563,Wiatt Egginton,2.26,92,78,Yes,Yes,Genderfluid,high income
564,Kevon Chelam,2.57,98,85,No,No,Male,low income
565,Storm Templeton,3.4,94,94,No,No,Female,high income
566,Land Fellini,2.01,91,96,Yes,No,Male,low income
567,Anna-diane Shea,0.38,82,87,No,No,Female,middle income
568,Kimbra Geldert,2.12,97,86,No,Yes,Female,high income
569,Ami Bossingham,2.22,86,78,No,No,Female,high income
570,Vyky Peacher,0.66,78,97,Yes,No,Female,low income
571,Christi Evert,2.89,100,77,No,Yes,Female,high income
572,Cathyleen Christofle,1.47,91,95,No,Yes,Female,middle income
573,Washington Phythian,0.41,82,89,Yes,Yes,Male,middle income
574,Rubina Goulborne,1.45,83,85,No,Yes,Female,middle income
575,Jacynth Aldrin,2.98,86,83,Yes,No,Female,middle income
576,Zared Batho,0.86,86,76,Yes,Yes,Male,low income
577,Daisey Bidgood,0.96,100,89,No,No,Female,low income
578,Neysa Denzey,3.04,83,79,Yes,Yes,Female,middle income
579,Nevins Wickens,0.38,92,94,Yes,No,Male,middle income
580,Saxe Bernetti,1.13,99,75,Yes,Yes,Male,low income
581,Stanton Cadden,1.2,77,99,Yes,No,Male,low income
582,Janith Aers,2.49,85,99,No,Yes,Female,low income
583,Thomasa Rochester,1.42,88,98,Yes,Yes,Female,low income
584,Farica Scroggins,1.17,77,88,No,No,Female,low income
585,Lotte Jodrellec,2.21,99,91,Yes,No,Agender,low income
586,Tessa Espinola,2.63,92,77,Yes,No,Female,low income
587,Vonni Loache,2.67,94,86,No,No,Female,middle income
588,Tyrus Cruft,2.69,93,93,Yes,No,Male,high income
589,Dido Jersch,0.4,83,88,Yes,No,Female,high income
590,Lucienne Harper,0.66,89,79,No,Yes,Female,high income
591,Hilton Arnow,2.26,95,83,No,Yes,Male,high income
592,Hazel Pomfrey,0.45,96,99,Yes,Yes,Polygender,low income
593,Evelyn Verbrugge,3.27,79,97,No,No,Genderfluid,middle income
594,Ashlin Bunkle,3.22,91,98,No,No,Male,middle income
595,Cordey Hanigan,2.4,84,82,Yes,Yes,Female,middle income
596,Anatollo Padwick,3.59,78,83,No,Yes,Male,high income
597,Erena Paolacci,3.88,81,86,Yes,No,Agender,low income
598,Emmerich Swaton,1.53,81,85,No,Yes,Male,middle income
599,Desmond Swanborrow,0.41,95,98,Yes,No,Male,middle income
600,Ave Fancutt,0.15,81,84,Yes,Yes,Male,middle income
601,Amalia Reveley,3.02,76,81,Yes,Yes,Female,low income
602,Aldis Crawforth,2.67,94,86,Yes,Yes,Male,low income
603,Alayne Welling,3.23,90,85,No,Yes,Female,middle income
604,Rowland Morilla,3.63,79,87,No,No,Male,low income
605,Spenser Rennebach,2.71,76,81,Yes,No,Male,low income
606,Timoteo Raybould,1.01,76,75,Yes,Yes,Male,middle income
607,Rollie Drivers,3.93,88,95,No,No,Male,low income
608,Rozella Ivashechkin,2.24,75,87,Yes,No,Bigender,low income
609,Nonna Gass,2.93,84,86,Yes,Yes,Female,low income
610,Lucienne Bohea,2.24,75,93,Yes,No,Female,high income
611,Bendix Ianetti,1.29,82,87,No,No,Male,middle income
612,Osborn Hacksby,1.88,100,99,No,No,Agender,low income
613,Rob McKag,1.55,82,99,No,No,Male,middle income
614,Gian Gatesman,3.66,99,94,No,Yes,Male,low income
615,Lark Stoney,3.56,77,97,Yes,Yes,Female,middle income
616,Tris Trehearn,3.64,95,95,Yes,No,Male,middle income
617,Puff Heineken,1.47,92,82,No,No,Male,middle income
618,Emlynn Banke,0.08,95,80,Yes,Yes,Female,low income
619,Richie Obell,1.97,92,97,No,Yes,Male,middle income
620,Steffi Siviter,3.0,81,88,No,No,Female,middle income
621,Pamela Pedgrift,2.95,81,98,No,No,Agender,high income
622,Veronique Cosens,2.95,80,88,Yes,Yes,Female,high income
623,Elle Duval,0.49,100,94,Yes,Yes,Non-binary,low income
624,Ewart Breazeall,3.77,93,93,Yes,Yes,Male,middle income
625,Ginger Stodd,3.82,94,80,No,No,Female,high income
626,Merna Eannetta,3.98,95,86,Yes,Yes,Female,low income
627,Hollis de Mullett,2.07,82,90,No,Yes,Polygender,low income
628,Saloma Hinrichsen,2.0,99,87,Yes,No,Female,middle income
629,Elwin Tunaclift,2.16,75,98,Yes,Yes,Male,low income
630,Sarita Wakelin,0.37,84,81,No,No,Female,middle income
631,Emmery Bravery,0.34,87,89,Yes,Yes,Male,low income
632,Levon Gotecliffe,0.26,75,96,Yes,Yes,Male,middle income
633,Paola Jude,0.11,95,88,Yes,Yes,Female,middle income
634,Frederick Antoniak,3.25,82,85,No,No,Male,low income
635,Licha Clamo,1.67,90,89,No,Yes,Female,high income
636,Harrison De Normanville,2.39,98,89,Yes,Yes,Male,middle income
637,Helenka Erett,3.76,75,87,No,Yes,Bigender,middle income
638,Carmine Staddom,3.5,87,96,Yes,Yes,Agender,high income
639,Rafaelia Huburn,3.7,95,88,No,No,Female,high income
640,Eartha Stothart,0.05,75,82,Yes,Yes,Female,middle income
641,Price Springate,2.27,87,85,No,Yes,Male,high income
642,Roderick Datte,0.3,87,92,Yes,Yes,Male,middle income
643,Jillian Astupenas,3.54,83,87,No,No,Female,middle income
644,Harbert Sparkwell,1.35,88,79,No,Yes,Male,low income
645,Jo-anne Konrad,3.2,75,75,Yes,Yes,Female,low income
646,Dietrich Hurring,0.64,88,81,Yes,Yes,Male,high income
647,Cindie Hultberg,3.15,97,94,Yes,No,Female,high income
648,Amble Greim,2.46,75,90,No,No,Male,low income
649,Dulcia Taberer,1.33,95,79,Yes,Yes,Female,low income
650,Hogan Eschalette,0.51,98,79,Yes,Yes,Bigender,middle income
651,Essie Sibbet,2.07,100,90,No,No,Female,low income
652,Alfred Pattillo,3.24,91,80,No,Yes,Male,low income
653,Tami Haker,3.13,91,88,No,Yes,Female,high income
654,Madlen Yokelman,3.08,85,94,Yes,No,Female,middle income
655,Tonnie Malby,2.25,95,95,No,Yes,Male,middle income
656,Fanchon Buske,1.36,83,93,No,No,Female,high income
657,Dag McKillop,2.07,92,100,No,Yes,Male,high income
658,Paulita Tonbridge,0.9,93,100,Yes,No,Female,middle income
659,Shandy Canas,0.71,75,78,No,No,Female,low income
660,Graham Ockendon,3.63,76,92,No,No,Genderfluid,middle income
661,Larry McNickle,2.43,80,87,No,No,Male,high income
662,Evelina McLinden,3.18,76,92,Yes,Yes,Female,middle income
663,Kelvin Weatherell,1.19,75,88,No,Yes,Male,middle income
664,Archy Ropp,3.44,87,82,Yes,Yes,Male,high income
665,Hilary Carabet,2.77,87,75,Yes,No,Male,middle income
666,Filide Brager,1.67,96,88,No,Yes,Female,low income
667,Rhona Frazier,1.18,76,99,No,No,Female,middle income
668,Chet Punter,0.72,78,88,Yes,Yes,Male,middle income
669,Isidore Pither,2.0,93,83,No,Yes,Male,high income
670,Bryna Brauns,3.15,86,96,Yes,No,Female,low income
671,Monro Selbie,0.74,81,84,No,No,Male,high income
672,Darcy Moreinis,1.52,83,95,No,Yes,Female,high income
673,Noemi Redgate,0.9,99,95,No,No,Female,high income
674,Gavra Dunn,0.33,96,92,No,Yes,Female,low income
675,Adina Coggen,1.76,89,77,Yes,No,Female,high income
676,Kent Limbrick,2.39,99,80,No,No,Male,high income
677,Quincey Aimeric,3.2,87,76,No,No,Male,high income
678,Bibi Vorley,2.76,93,93,No,No,Female,high income
679,Danny Docharty,1.79,81,75,No,No,Female,middle income
680,Eada Brea,3.71,100,82,No,Yes,Agender,high income
681,Melina Mityukov,0.13,82,89,No,Yes,Polygender,middle income
682,Richart Peele,3.29,96,79,Yes,Yes,Male,high income
683,Verena Magog,0.63,91,81,Yes,Yes,Female,high income
684,Corrina Extall,2.71,84,94,Yes,No,Female,high income
685,Mano Feasey,1.09,83,93,No,No,Agender,low income
686,Glennie Pretsel,2.75,91,84,No,No,Female,high income
687,Lonee Boutton,0.44,98,93,No,No,Female,middle income
688,Artemas Excell,1.98,85,83,Yes,No,Male,middle income
689,Filippo Jochen,2.05,85,83,No,No,Male,middle income
690,Velma Scneider,1.93,90,82,No,Yes,Female,middle income
691,Gipsy Reynault,3.73,84,81,No,Yes,Female,middle income
692,Faunie Eliasen,0.98,77,77,Yes,Yes,Female,middle income
693,Dolli Clericoates,3.54,92,82,Yes,Yes,Female,high income
694,Rosalinde Buntine,2.45,96,85,No,No,Female,low income
695,Gates Doran,0.54,79,95,Yes,No,Female,middle income
696,Derril Mattiello,1.7,75,82,Yes,No,Male,low income
697,Jessy Ashpole,3.46,99,91,Yes,No,Female,low income
698,Jessee Perche,2.05,88,77,Yes,No,Male,low income
699,Gannon Prangle,2.91,96,90,Yes,No,Male,high income
700,Crystal Lawful,3.77,89,96,No,Yes,Female,middle income
701,Marcellus Whaymand,0.37,83,77,Yes,Yes,Male,low income
702,Willyt Pendre,2.25,83,91,No,No,Female,low income
703,Fianna Pocknoll,3.04,87,90,Yes,Yes,Female,low income
704,Berenice Loisi,2.25,86,96,No,Yes,Female,low income
705,Truman Bosenworth,2.65,92,96,Yes,Yes,Male,middle income
706,Ingar McGready,3.83,77,95,Yes,No,Male,high income
707,Gerladina Hutchcraft,0.03,100,97,No,No,Female,high income
708,Tova Wint,2.29,77,89,No,No,Female,low income
709,Marchall Denyukin,3.71,85,91,Yes,No,Male,middle income
710,Lezlie Farmloe,1.32,75,80,No,No,Female,high income
711,Arabel Reagan,1.39,91,86,No,Yes,Female,middle income
712,Wenona Lummis,1.17,95,83,No,Yes,Female,low income
713,Worth Moodycliffe,1.58,91,98,No,No,Male,low income
714,Luisa Petrello,2.16,79,100,No,No,Bigender,middle income
715,Bobbi Keay,1.78,89,94,No,Yes,Female,high income
716,Simone Lindenstrauss,2.29,88,99,No,No,Female,middle income
717,Armin Habbershon,0.48,75,93,No,No,Male,high income
718,Emilia Burden,2.33,100,79,No,Yes,Female,middle income
719,Brien Gatlin,0.17,86,85,No,No,Male,middle income
720,Barty Tromans,0.75,94,91,Yes,Yes,Male,middle income
721,Ly Conry,3.05,76,84,Yes,No,Agender,middle income
722,Saxon Popworth,0.52,84,80,Yes,No,Male,low income
723,Reagan Scullard,1.33,99,92,No,No,Male,low income
724,Loren Edleston,3.51,86,85,Yes,No,Male,middle income
725,Todd Galier,1.5,79,82,No,Yes,Agender,high income
726,Onfre Warrier,3.03,79,85,Yes,No,Male,middle income
727,Diane-marie Loding,2.19,85,77,Yes,No,Female,middle income
728,Gard Deavall,2.82,100,96,Yes,Yes,Male,middle income
729,Roanne Ayliffe,2.34,100,78,No,Yes,Female,low income
730,Georgie Pennings,0.81,87,96,Yes,Yes,Male,high income
731,Falito Cape,1.6,80,79,Yes,No,Male,high income
732,Ashley Burnes,1.59,91,95,Yes,No,Male,low income
733,Danila Nudds,0.31,84,78,Yes,Yes,Female,high income
734,Ambrosio MacKenny,0.44,86,83,No,Yes,Male,high income
735,Lyndell Lippiello,0.09,98,93,Yes,No,Female,middle income
736,Milton Plaide,3.92,90,90,No,No,Male,high income
737,Rayner Ashe,0.43,100,85,No,No,Male,low income
738,Tessi Sibthorp,3.93,76,82,Yes,Yes,Female,high income
739,Wendie Hyatt,2.58,80,99,Yes,Yes,Female,low income
740,Feliks Abbatt,1.1,82,92,No,Yes,Male,low income
741,Kean Kedie,1.63,99,88,No,Yes,Male,low income
742,Raoul Fennick,1.36,94,88,Yes,Yes,Male,high income
743,Aleta Sammars,3.43,77,95,Yes,No,Female,low income
744,Rudy Vennings,1.28,86,85,No,Yes,Male,high income
745,Laurens Freschi,0.1,75,82,Yes,No,Male,high income
746,Ara Chiene,1.53,98,96,Yes,No,Female,middle income
747,Godfrey Keaveny,2.22,85,76,Yes,Yes,Male,middle income
748,Malina Perroni,3.79,95,98,Yes,Yes,Female,low income
749,Jerad Berthomieu,3.83,96,80,Yes,Yes,Male,high income
750,Terrell Collcutt,0.01,90,93,No,Yes,Male,low income
751,Sherilyn Ventham,2.57,94,78,Yes,Yes,Female,low income
752,Umeko Cabotto,2.12,97,90,Yes,No,Female,middle income
753,Alexandra Garms,2.48,88,75,No,Yes,Female,high income
754,Laverne Plowes,0.16,81,86,Yes,No,Agender,low income
755,Dalenna Courtois,2.72,76,94,No,Yes,Female,middle income
756,Mateo Starbeck,3.29,78,80,Yes,No,Male,middle income
757,Cornelius Pantridge,0.09,78,82,Yes,No,Genderfluid,middle income
758,Fawn Greenhough,3.91,87,81,Yes,No,Female,high income
759,Lenci Petroff,1.74,96,97,Yes,Yes,Male,high income
760,Vina Sapsed,2.32,79,94,No,Yes,Female,high income
761,Sonnie Georgiev,3.49,75,83,No,No,Male,low income
762,Birk Gaylord,1.86,94,97,Yes,No,Non-binary,middle income
763,Dorree Dowty,1.52,87,98,Yes,No,Genderfluid,low income
764,Merline Mapledoram,3.8,84,79,Yes,No,Female,middle income
765,Mellisent Van Dijk,2.42,88,84,Yes,Yes,Female,high income
766,Jsandye Vaillant,2.61,92,99,No,No,Female,low income
767,Broderick Rawcliffe,0.41,100,79,Yes,No,Male,high income
768,Nelle Scoone,1.22,97,95,Yes,Yes,Genderfluid,low income
769,Rosina de Voiels,1.18,94,97,Yes,Yes,Female,high income
770,Isac Garvin,2.63,76,94,Yes,No,Male,low income
771,Iggy Longea,2.03,96,83,Yes,Yes,Male,high income
772,Rheba Scarfe,2.08,91,90,No,No,Female,high income
773,Sallyanne Carlick,0.17,79,100,Yes,Yes,Female,low income
774,Rosemaria Behning,0.04,89,99,No,No,Female,low income
775,Sumner Eley,3.59,94,78,No,Yes,Male,middle income
776,Elnore Dunning,1.03,89,75,Yes,Yes,Female,high income
777,Andrus Merritt,2.15,78,82,No,No,Genderqueer,middle income
778,Boy Speak,0.84,100,94,Yes,No,Male,low income
779,Christoffer Pinching,3.89,84,99,Yes,Yes,Male,middle income
780,Kerri Aylott,2.19,95,87,No,Yes,Female,high income
781,Tye Sayce,3.85,80,90,No,Yes,Male,middle income
782,Kile Feltoe,2.45,82,92,No,No,Male,high income
783,Hubey Redmire,2.8,100,89,No,No,Male,high income
784,Faber Gibb,1.78,88,81,Yes,No,Male,middle income
785,Coleman Baldetti,3.35,95,77,No,No,Male,middle income
786,Constancy Pickworth,3.42,89,84,No,No,Female,high income
787,Claudio Jamson,3.37,76,79,Yes,Yes,Male,high income
788,Filip Monard,1.24,89,78,Yes,No,Male,middle income
789,Reuben Quincey,0.12,78,91,No,No,Male,low income
790,Mahmud Leamy,1.69,96,76,No,Yes,Male,middle income
791,Vevay Crosdill,2.85,82,82,Yes,Yes,Female,low income
792,Charlotte Emloch,3.83,99,98,Yes,Yes,Female,low income
793,Perle MacGahey,3.15,81,80,Yes,Yes,Female,high income
794,Elton Baggett,2.14,89,92,No,Yes,Male,high income
795,Carol-jean Pineaux,0.76,84,79,Yes,Yes,Female,high income
796,Binnie Albone,2.89,90,89,Yes,No,Female,low income
797,Junie Edgeworth,1.93,83,87,No,No,Female,middle income
798,Duky Bunhill,2.57,87,95,Yes,Yes,Male,low income
799,Talyah Dey,0.87,85,90,Yes,Yes,Female,high income
800,Jose McGilmartin,2.32,83,75,Yes,Yes,Male,middle income
801,Mikael Swadlinge,0.49,93,100,Yes,Yes,Male,middle income
802,Christoper Dunkerton,1.84,89,90,No,No,Male,high income
803,Thom Larway,3.29,93,80,No,Yes,Male,high income
804,Jenelle Merrell,3.26,100,87,Yes,No,Female,middle income
805,Nickie Coryndon,0.69,98,85,Yes,Yes,Male,middle income
806,Davida Barrow,2.17,95,82,No,No,Female,middle income
807,Oralee Zecchii,2.13,87,91,No,No,Bigender,low income
808,Juana Elliss,1.47,97,92,Yes,Yes,Female,high income
809,Angele Neill,0.54,84,92,Yes,Yes,Genderfluid,high income
810,Stanfield Wackett,3.89,97,82,No,No,Male,low income
811,Thea McMurtyr,0.8,77,87,Yes,Yes,Female,high income
812,Wolfie Langton,1.83,76,89,No,Yes,Male,low income
813,Retha Bach,3.65,88,77,Yes,Yes,Female,low income
814,Velvet Philippault,0.16,78,82,No,Yes,Female,middle income
815,Esta Nevin,1.07,99,82,Yes,No,Female,middle income
816,Amandy Paton,2.34,80,100,No,Yes,Female,low income
817,Alexio Denyagin,1.12,90,94,Yes,Yes,Male,middle income
818,Gilberto Ferrario,0.01,92,76,Yes,No,Male,middle income
819,Kerwin Guillond,3.27,94,96,No,Yes,Male,high income
820,Horten Kenwell,1.74,79,82,No,Yes,Male,middle income
821,Vanessa Fishbourn,3.89,88,88,No,No,Female,low income
822,Kylen Denne,3.35,79,79,No,No,Female,low income
823,Bil Novak,1.14,96,96,No,No,Male,middle income
824,Valentine Pietraszek,2.61,89,89,Yes,No,Male,high income
825,Lurlene Championnet,0.62,92,76,No,Yes,Female,high income
826,Dar Wyllcocks,0.48,84,93,Yes,No,Male,high income
827,Ike Beretta,0.19,80,87,Yes,No,Male,low income
828,Theo Merrett,3.42,98,82,Yes,No,Male,high income
829,Shannon Ladd,1.48,86,84,Yes,No,Female,low income
830,Thorvald Aimer,3.48,96,98,Yes,No,Male,high income
831,Cooper Thor,3.28,89,94,No,No,Male,middle income
832,Monica Glanert,0.17,78,75,No,Yes,Female,low income
833,Clint Thomassen,0.77,84,86,Yes,Yes,Male,low income
834,Rachele Grinin,0.51,82,82,Yes,No,Female,high income
835,Ruthie Swarbrick,2.28,76,82,Yes,Yes,Bigender,high income
836,Lynda Bazely,2.93,91,91,No,Yes,Bigender,low income
837,Cari Saich,1.11,78,94,No,No,Female,high income
838,Inness Barthelme,1.61,97,92,Yes,Yes,Male,low income
839,Brina Slucock,2.54,95,75,No,No,Female,middle income
840,Linell Sillwood,1.61,91,81,Yes,Yes,Female,low income
841,Ardeen Mation,0.38,88,91,No,No,Female,middle income
842,Dora Stobo,2.19,87,80,No,Yes,Female,high income
843,Shelley Annetts,3.93,96,89,No,Yes,Female,high income
844,Gorden Tesimon,2.86,83,97,No,Yes,Male,middle income
845,Kennith Walenta,3.67,76,94,Yes,No,Male,low income
846,Sonnie Corre,0.76,78,84,No,No,Male,high income
847,Ernest Frere,2.74,91,78,Yes,No,Male,low income
848,Donnie Ronchka,1.82,82,88,Yes,Yes,Male,high income
849,Cristi Macro,3.06,80,90,No,Yes,Female,high income
850,Ashla Ivers,1.12,96,94,Yes,Yes,Female,high income
851,Yasmin Sherebrook,1.35,87,88,Yes,Yes,Female,high income
852,Abdul Emsden,2.68,99,84,No,Yes,Male,middle income
853,Annabel Parriss,2.69,99,87,No,No,Female,high income
854,Phyllis Sprigg,0.35,87,98,Yes,Yes,Non-binary,middle income
855,Laure Chuck,1.74,75,79,Yes,No,Female,high income
856,Brandie Searchfield,0.53,86,90,Yes,Yes,Female,high income
857,Jenica Spary,0.47,83,94,No,Yes,Female,middle income
858,Simone Trumble,2.88,75,99,No,Yes,Male,high income
859,Annissa Pomfrey,0.16,83,96,Yes,No,Female,middle income
860,Adolph Hargrave,2.36,91,94,Yes,No,Male,middle income
861,Christy Livoir,1.96,84,89,No,Yes,Female,middle income
862,Arch Slyme,1.48,82,100,Yes,No,Male,middle income
863,Mala Donalson,2.72,76,80,Yes,Yes,Female,low income
864,Fernando Grzeszczak,3.01,95,97,No,Yes,Male,high income
865,Ulises Aldam,0.1,86,92,Yes,No,Male,middle income
866,Corissa Gregoli,3.08,95,95,Yes,No,Agender,high income
867,Kasper Billingham,2.59,100,96,Yes,No,Male,low income
868,Arni Alexis,2.19,88,85,No,No,Male,high income
869,Rex Merrien,3.39,81,81,Yes,No,Male,middle income
870,Aubert Bluck,2.8,82,86,No,Yes,Male,high income
871,Marijo Wallwood,2.85,84,96,Yes,No,Female,middle income
872,Milzie Kraut,0.14,83,85,Yes,Yes,Female,high income
